scenario,system,phase,version,metric,value
compressible,cavs-fastcdc-64k,breakdown,4,export_manifest_kb,358
compressible,cavs-fastcdc-64k,breakdown,4,export_chunkmap_kb,585
compressible,cavs-fastcdc-64k,breakdown,4,export_record_kb,262
compressible,cavs-fastcdc-64k,logical,4,latest_version_kb,65536
many-files,cavs-fastcdc-64k,push,1,time_s,5.68
many-files,cavs-fastcdc-64k,push,1,remote_kb,179642
many-files,cavs-fastcdc-64k,push,1,remote_growth_kb,179642
many-files,cavs-fastcdc-64k,update,1,time_s,3.96
many-files,cavs-fastcdc-64k,update,1,dl_total_kb,88516
many-files,cavs-fastcdc-64k,push,2,time_s,2.53
many-files,cavs-fastcdc-64k,push,2,remote_kb,192413
many-files,cavs-fastcdc-64k,push,2,remote_growth_kb,12771
many-files,cavs-fastcdc-64k,update,2,time_s,2.95
many-files,cavs-fastcdc-64k,update,2,dl_total_kb,94767
many-files,cavs-fastcdc-64k,push,3,time_s,2.28
many-files,cavs-fastcdc-64k,push,3,remote_kb,203014
many-files,cavs-fastcdc-64k,push,3,remote_growth_kb,10601
many-files,cavs-fastcdc-64k,update,3,time_s,1.84
many-files,cavs-fastcdc-64k,update,3,dl_total_kb,99951
many-files,cavs-fastcdc-64k,push,4,time_s,2.53
many-files,cavs-fastcdc-64k,push,4,remote_kb,212488
many-files,cavs-fastcdc-64k,push,4,remote_growth_kb,9474
many-files,cavs-fastcdc-64k,update,4,time_s,1.99
many-files,cavs-fastcdc-64k,update,4,dl_total_kb,104580
many-files,cavs-fastcdc-64k,clone_cold,4,time_s,3.10
many-files,cavs-fastcdc-64k,clone_cold,4,dl_total_kb,88527
many-files,cavs-fastcdc-64k,verify,4,sha256_ok,1
many-files,cavs-fastcdc-64k,clone_warm,4,time_s,2.05
many-files,cavs-fastcdc-64k,clone_warm,4,dl_new_kb,0
many-files,cavs-fastcdc-64k,storage,4,store_kb,105874
many-files,cavs-fastcdc-64k,storage,4,export_kb,106516
many-files,cavs-fastcdc-64k,breakdown,4,store_pack_data_kb,104598
many-files,cavs-fastcdc-64k,breakdown,4,store_pack_index_kb,100
many-files,cavs-fastcdc-64k,breakdown,4,store_meta_kb,1175
many-files,cavs-fastcdc-64k,breakdown,4,export_pack_kb,104598
many-files,cavs-fastcdc-64k,breakdown,4,export_index_kb,100
many-files,cavs-fastcdc-64k,breakdown,4,export_manifest_kb,672
many-files,cavs-fastcdc-64k,breakdown,4,export_chunkmap_kb,560
many-files,cavs-fastcdc-64k,breakdown,4,export_record_kb,584
many-files,cavs-fastcdc-64k,logical,4,latest_version_kb,88527
big-binary,cavs-fastcdc-256k,push,1,time_s,2.16
big-binary,cavs-fastcdc-256k,push,1,remote_kb,205258
